,CIK,Name,Year,TOTAL ASSETS (U.S.$),COMMON EQUITY (U.S.$),MARKET CAPITALIZATION (U.S.$),NET SALES OR REVENUES (U.S.$),NET INCOME (U.S.$),EARNINGS PER SHARE,EARNINGS BEF INTEREST & TAXES,DIVIDEND YIELD - CLOSE,NET SALES/REVENUES -1YR ANN GR,NET INCOME - 1 YR ANNUAL GROWT,RETURN ON EQUITY - TOTAL (%),RETURN ON ASSETS,RETURN ON INVESTED CAPITAL,"SELLING, GENERAL & ADM / SALES",RESEARCH & DEVELOPMENT/SALES,OPERATING PROFIT MARGIN,TOTAL DEBT % TOTAL CAPITAL/STD,QUICK RATIO,CURRENT RATIO,"BRANDS, PATENTS - NET","BRANDS, PATENTS - ACCUM AMORT","BRANDS, PATENTS - GROSS",EMPLOYEES,EMPLOYEES - 1 YR ANNUAL GROWTH,SALES PER EMPLOYEE,ASSETS PER EMPLOYEE,CURRENT LIABILITIES-TOTAL,TOTAL LIABILITIES,TOTAL INVESTMENT RETURN,PRICE/BOOK VALUE RATIO - CLOSE,PRICE VOLATILITY,FOREIGN ASSETS % TOTAL ASSETS,FOREIGN SALES % TOTAL SALES,FOREIGN INCOME % TOTAL INCOME,FOREIGN RETURN ON ASSETS,FOREIGN INCOME MARGIN,EXPORTS,PROVSION FOR RISKS & CHARGES,WORKING CAPITAL,RETAINED EARNINGS,ACCOUNTS PAYABLE/SALES,CASH FLOW/SALES,COST OF GOODS SOLD/SALES,TobinQ,AltmanZ
95,47217,HP INC,2003,71849000,37746000,69897710,73061000,2539000,0.83,3165000,1.39,29.11,,6.86,3.87,6.08,15.07,5,5.44,16.71,1.15,1.54,,,,142000,0.71,515,506,26630000,34103000,34.16,1.85,33.05,3.88,60.01,56,79.85,5.08,,2596000,14366000,13332000,12.709,8.9,71.03,1.44749001377889,2.8815456105962
96,47217,HP INC,2004,74027000,37564000,61043670,79905000,3497000,1.15,4443000,1.53,9.37,37.73,9.29,5.01,8.13,13.8,4.39,5.55,15.96,1.08,1.5,2400000,819000,3219000,151000,6.34,529,490,28588000,36463000,-7.31,1.63,32.16,4.36,63.25,108.28,148.53,9.49,,2620000,14313000,15649000,11.735,8.36,73.27,1.31717711105407,2.79911899554371
97,47217,HP INC,2005,75054000,37176000,81223310,86696000,2398000,0.82,3877000,1.12,8.5,-31.43,6.42,3.51,6.01,12.83,3.97,5.99,12.32,0.99,1.38,2160000,1106000,3266000,150000,-0.66,578,500,31460000,37878000,38.05,2.18,30.57,4.03,64.76,95.25,163.66,8.81,,2515000,11874000,16679000,11.792,7.43,74.51,1.58687491672662,3.10159772960511
98,47217,HP INC,2006,80506000,38144000,112531080,91658000,6198000,2.18,7527000,0.78,5.72,158.47,16.46,8.25,14.97,12.29,3.92,7.39,11.99,0.98,1.35,2059000,1389000,3448000,156000,4,588,516,35850000,42362000,44.99,3.05,28.93,3.92,64.82,81.92,175.9,9.33,,2099000,12414000,20729000,13.203,10.91,73.84,1.92399423645442,3.57504234788659
99,47217,HP INC,2007,87738000,38526000,130223963,104286000,7264000,2.68,9708000,0.63,13.78,17.2,18.95,9.05,16.9,11.72,3.46,8.42,17.52,0.84,1.21,1445000,92000,1537000,172000,10.26,606,510,39260000,49212000,23.33,3.36,27.18,3.96,66.62,63.79,161.06,8.06,,1495000,8142000,21560000,11.3029999999999,10.45,73.8,2.04513395564065,3.58495096764452
100,47217,HP INC,2008,112539000,38942000,87651346,118364000,8329000,3.25,10940000,0.88,13.5,14.66,21.5,8.62,16.68,11.07,2.99,9.15,31.43,0.67,0.98,3608000,2256000,5864000,321000,86.63,369,351,52939000,73597000,-27.48,2.34,27.44,4.1,68.8,76.1,178.57,10.12,,3692000,-1211000,24971000,11.945,11.66,73.95,1.43282191951234,2.37434551266495
101,47217,HP INC,2009,113049000,40517000,121821150,114068000,7660000,3.14,10012000,0.62,-3.63,-8.03,19.28,7.14,14.27,10.18,2.47,9.12,27.62,0.91,1.22,1447000,222000,1669000,304000,-5.3,375,372,43003000,72532000,42.82,3.08,28.66,4.38,64.21,65.83,138.41,9.35,,6427000,9536000,29936000,12.9829999999999,12.66,74.05,1.7191938893754,2.77086410551049
102,47217,HP INC,2010,122433000,40449000,92784106,125682000,8761000,3.69,11391000,0.76,9.72,14.37,21.64,7.67,15.23,10.01,2.35,9.93,34.66,0.78,1.1,1529000,239000,1768000,324600,6.78,387,377,49403000,81652000,-17.65,2.36,26.25,4.32,64.84,55.64,131.47,8.52,,6754000,4781000,32695000,11.43,12.58,73.86,1.42745914908562,2.42582224015056
103,47217,HP INC,2011,128234000,38625000,51275435,127245000,7074000,3.32,9533000,1.55,1.24,-19.26,17.89,5.93,11.3,10.58,2.56,8.95,43.55,0.69,1.01,1637000,121000,1758000,349600,7.7,364,367,50442000,89230000,-37.86,1.33,27.48,4.81,65.33,52.18,96.38,7.15,,5414000,579000,35266000,11.592,11.42,73.99,1.09865117675499,1.96291113794213
104,47217,HP INC,2012,107187000,22436000,27970442,120357000,-12650000,-6.41,-11068000,3.54,-5.41,,-41.43,-10.27,-20.15,11.22,2.82,7.72,55.11,0.8,1.09,241000,1491000,1732000,331800,-5.09,363,323,46666000,84354000,-42.73,1.25,30.07,5.65,64.99,-94.1,-144.24,-11.18,,7780000,3971000,21521000,11.092,11.09,74.01,1.05163351899017,1.29538591935699
105,47217,HP INC,2013,104677000,27269000,53382566,112298000,5113000,2.622,6936000,1.98,-6.7,,20.57,5.12,10.62,11.81,2.79,7.25,44.96,0.8,1.11,183000,1547000,1730000,317500,-4.31,354,330,45521000,77021000,100.24,1.96,30.62,5.65,64.13,0,0,0,,5098000,4843000,25563000,12.484,10.31,74.07,1.24946803977951,2.09400379547125
106,47217,HP INC,2014,102451000,26731000,73810627,111454000,5013000,2.622,6901000,1.52,-0.75,-1.96,18.57,5.06,10.81,11.98,3.09,7.91,41.85,0.85,1.15,96000,1597000,1693000,302000,-4.88,369,339,43735000,75324000,45.61,2.76,29.07,5.54,65.18,0,0,0,,6379000,6410000,29164000,14.269,10.57,73.13,1.45953311339079,2.36083515771603
107,47217,HP INC,2015,106140000,27768000,21356033,103355000,4554000,2.48,5059000,5.68,-7.27,-9.16,16.71,4.57,9.58,11.79,3.39,7.88,46.7,0.94,1.23,65000,1393000,1458000,287000,-4.97,360,370,42191000,77989000,-68.82,0.77,34.14,5.27,63.54,0,0,0,,5630000,9596000,32089000,15.4379999999999,10.55,73.02,0.93958953269267,1.81736187000233
108,47217,HP INC,2016,28756000,-3889000,25407430,48238000,2496000,1.432,4034000,3.34,-6.27,-45.19,20.91,3.94,13.38,7.96,2.51,8.15,231.96,0.7,0.98,,,,49000,-82.93,984,587,18808000,32645000,29.53,-6.53,33.93,3.47,62.6,0,0,0,,2705000,-340000,-3498000,23.017,7.39,80.69,2.01879364306579,2.40614150721368
109,47217,HP INC,2017,32571000,-3408000,34657676,52056000,2526000,1.484,3585000,2.53,7.91,1.2,,8.89,74.12,8.41,2.29,7.71,177.26,0.69,1,,,,49000,0,1062,665,22412000,35979000,45.15,-10.17,32.66,3.11,62.88,0,0,0,,1999000,-94000,-2386000,25.509,7.37,80.92,2.16869841269841,2.4174155109951
110,47217,HP INC,2018,32191000,-639000,31923124,58472000,5327000,1.75199999999999,3325000,2.72,12.33,110.89,,17.19,114.09,8.31,2.4,7.4,111.95,0.57,0.85,,,,55000,12.24,1063,585,25131000,32830000,0.03,-49.96,30.11,3.92,64.77,0,0,0,,1645000,-3744000,-473000,25.339,5,80.99,2.01152881240098,2.56238840697609
111,47217,HP INC,2019,30847000,-1193000,29961900,58756000,3152000,2.017,2765000,3.12,0.49,-40.83,,10.61,71.96,9.14,2.55,7.13,130.25,0.54,0.8,,,,56000,1.82,1049,551,25293000,32040000,3.57,-25.11,28.21,4.97,57.04,0,0,0,,1762000,-5116000,-818000,25.177,8.26,79.92,2.00998152170389,2.50644492061763
112,72331,NORDSON CORPORATION,1992,346297,177720,890720,425618,39537,0.507,67563,0.95,9.71,17.02,23.93,13.69,18.81,39.61,5,15.81,29.16,0.94,1.83,,,,2937,3.89,145,118,126698,168577,4.24,5.19,23.54,62.17,63.7,46.76,14.62,11.61,,0,105138,236973,4.483,13.22,35.66,3.05892629736902,6.35320882734034
113,72331,NORDSON CORPORATION,1993,357970,196405,1006523,461557,35991,0.532,68674,0.93,8.44,-8.97,19.24,11.43,16.26,39.64,4.26,14.6,19.47,1.12,2.08,,,,3102,5.62,149,115,116281,161565,14.21,5.24,22.89,49.55,57.16,34.4,13.06,8.78,,0,125391,263988,4.80699999999999,14.2,37.8,3.26308908567757,7.10024321336662
114,72331,NORDSON CORPORATION,1994,380944,212424,1103940,506692,46654,0.612,75250,0.97,9.78,29.63,22.82,13.41,19.5,38.48,4.82,14.68,19.63,1.06,2.03,,,,3281,5.77,154,116,123311,168520,12.71,5.37,20.54,50.78,55.39,32.18,12.38,8.53,,0,126996,300223,5.309,12.44,38.38,3.34028098618169,7.4025293648568
115,72331,NORDSON CORPORATION,1995,434710,231330,1012838,581444,52676,0.71,85195,1.17,14.75,12.91,23.74,13.64,19.78,38.36,4.96,14.44,22.41,0.96,1.84,,,,3470,5.76,168,125,155379,203380,-5.15,4.51,17.74,53.49,60.26,31.31,11.31,7.5,174957,0,130562,341223,4.859,12.04,38.69,2.79776862736076,6.41825658888987
116,72331,NORDSON CORPORATION,1996,498936,245297,1124168,609444,53071,0.73,87016,1.16,4.82,0.75,22.27,12.2,17.08,39.32,5,13.83,33.47,0.82,1.53,,,,3823,10.17,159,131,207216,253639,14.65,4.72,17.35,51.47,63.64,44.33,14.54,9.63,181179,0,110486,381436,5.747,12.64,38,2.76149045168117,5.78012756186139
117,72331,NORDSON CORPORATION,1997,490982,220545,772489,636710,49967,0.712,79508,1.79,4.47,-5.85,21.45,11.11,14.94,39.7,4.68,12.2,40.02,0.92,1.77,,,,4024,5.26,158,122,179663,270437,-26.75,3.56,16.91,51.83,60.76,60.58,18.5,12.17,166324,33471,139152,417589,5.921,12.8,39.44,2.12416341128595,5.06292447186123
118,72331,NORDSON CORPORATION,1998,525724,214775,860018,660900,20825,0.313,48574,1.75,3.8,-58.32,9.57,5.33,7.21,36.84,6.45,11.8,44.02,0.83,1.59,,,,4074,1.24,162,129,207082,310949,13.95,4.01,15.49,47.47,58.55,53.41,16.7,10.77,155095,44196,121394,423887,5.107,12.16,41.12,2.22734172303337,4.6148234641856
119,72331,NORDSON CORPORATION,1999,582951,221398,789708,700465,47506,0.71,81682,1.99,5.99,128.12,21.78,9.77,13.21,38.91,4.24,11.42,49.27,0.74,1.35,,,,4154,1.96,169,140,251940,361553,-4.21,3.66,16.5,40.51,37.67,78.27,26.51,23.72,307700,49549,89376,455494,5.118,11.79,41.25,1.97488468155985,4.24036754994296
120,72331,NORDSON CORPORATION,2000,602361,247223,827450,740568,54632,0.835,95073,2.04,5.73,15,23.32,10.5,14.75,37.85,3.68,13.56,39.3,0.76,1.46,,,,4038,-2.79,183,149,253008,355138,7.85,3.4,18.47,3.11,55,32.45,174.13,8,330200,47484,116230,493273,10.013,12.12,40.82,1.96325459317585,4.51397115216182
121,72331,NORDSON CORPORATION,2001,858727,263726,875148,731416,24610,0.37,67205,2.12,-1.24,-54.95,9.63,5.99,8.14,37.96,3.79,10.06,60.55,0.49,1.02,,,,3902,-3.37,187,220,355653,595001,5.76,3.38,18.35,2.37,51.13,34.92,126.07,6.87,339500,50144,6524,499570,7.568,11.07,42.47,1.71200975397303,2.80756552437634
122,72331,NORDSON CORPORATION,2002,756324,268890,834636,647756,22072,0.33,54657,2.3,-11.44,-10.31,8.29,4.48,5.87,39.39,4.1,10.36,52.37,0.56,1.09,,,,3572,-8.46,181,212,252647,487434,-3.82,3.19,19.19,2.61,54.23,40.28,136.9,7.7,280300,65230,21926,502631,7.535,10.81,41.6,1.74802068954575,3.07893953162678
123,72331,NORDSON CORPORATION,2003,755568,300109,1177951,667347,35160,0.52,70540,1.75,3.02,59.3,12.36,6.2,8.43,40.88,3.35,10.58,45.24,0.75,1.31,,,,3483,-2.49,192,217,211662,455459,41.82,3.93,20.67,2.81,63.15,36.8,122.54,6.17,420429,70661,65708,517414,7.189,11.94,40.81,2.16183056984943,3.79735171617407
124,72331,NORDSON CORPORATION,2004,839387,403333,1453700,793544,63334,0.865,109260,1.56,18.91,80.13,18.01,9.2,12.92,38.52,2.89,13.94,31.38,1.2,1.85,,,,3544,1.75,224,237,195749,436054,17.58,3.74,20.2,2.95,66.47,36.84,164.44,7.72,523739,76874,167362,558620,7.402,13.85,41.26,2.25135009238885,4.53671376331347
125,72331,NORDSON CORPORATION,2005,787244,330912,1333225,839162,78338,1.07,125101,1.59,5.75,23.69,21.34,10.73,15.85,38.59,2.56,14.6,35.6,0.77,1.25,999,1956,2955,3653,3.08,230,216,250074,456332,2.71,4.16,21.07,3.32,66.57,30.2,141.81,6.63,,56693,61642,613580,5.912,13.63,41.19,2.27319230124332,4.51778475486245
126,72331,NORDSON CORPORATION,2006,812929,430528,1664870,892221,90598,1.43,148451,1.34,7.22,15.65,23.8,12.29,18.37,37.85,2.74,16.84,22.78,0.99,1.44,722,1857,2579,3645,-0.22,245,223,241325,382401,24.66,4,21,3.33,67.36,30.09,167.16,7.52,,43022,105979,681018,4.335,13.34,39.96,2.51838844474732,5.63068879931002
127,72331,NORDSON CORPORATION,2007,1210979,531117,1953832,993649,90692,1.325,157264,1.21,11.37,0.1,18.86,10.35,14.46,36.82,3.57,15.35,40.35,0.51,0.8,23432,3592,27024,4089,12.18,243,296,509914,679862,17.72,3.77,20.27,3.79,69.32,34.17,113.71,7.57,,59762,-99990,748229,5.227,13.21,41.45,2.17484696266409,3.73113887912708
128,72331,NORDSON CORPORATION,2008,1166669,574112,1088399,1124829,117504,1.715,196502,2.26,13.2,29.56,21.26,10.8,14.59,35.64,2.98,17.42,33.99,0.63,1.03,17254,3628,20882,4100,0.27,274,285,373996,592557,-43.03,1.9,26.41,3.66,65.11,46.63,214.22,12.48,,66863,10317,840888,3.815,12,41.09,1.44081654693833,3.63206018632449
129,72331,NORDSON CORPORATION,2009,872555,369976,2060359,819165,-160055,-2.385,-119420,1.21,-27.17,,-33.91,-15.2,-22.07,38.06,3.12,16.07,30.82,1.34,2.22,16631,5242,21873,3681,-10.22,223,237,156422,502579,91.75,5.57,31.13,4.23,63.96,-97.27,-346.88,-24.44,,183872,190249,656086,4.073,16.91,38.92,2.93727959842073,4.2518442851001
130,72331,NORDSON CORPORATION,2010,986354,505072,3117948,1041551,168048,2.455,237582,0.85,27.15,,38.41,18.52,29.69,34.62,2.29,22.78,19.13,1.53,2.35,4304,479,4783,3680,-0.03,283,268,191914,481282,51.45,6.28,30.63,3.4,65.93,42.65,301.5,14.73,,157246,259117,797695,3.866,20.52,37.54,3.64902458954898,7.17478723529552
131,72331,NORDSON CORPORATION,2011,1304450,571323,2701449,1233159,222364,3.25,319630,1.07,18.4,32.32,41.32,19.7,29.61,32.64,2.19,25.86,36.51,1.6,2.62,52277,13101,65378,4094,11.25,301,319,182161,733127,-9.4,4.81,29.92,2.83,66.39,41.8,360.71,16.28,,195001,294796,990221,3.761,20.38,36.97,2.63296868411974,5.28933848419583
132,72331,NORDSON CORPORATION,2012,1829515,669770,4055902,1409578,224829,3.45,337406,0.83,14.31,1.11,36.23,14.81,20.92,31.84,2.59,24.12,49.24,1.07,1.71,115409,19394,134803,5361,30.95,263,341,343684,1159745,54.55,6.06,29,2.59,72.41,43.88,314.51,14.62,,231250,242939,1181245,4.46,19.54,38.68,2.85083587726801,4.53297146272218
133,72331,NORDSON CORPORATION,2013,2042289,887863,4771397,1542921,221817,3.417,325964,0.85,9.46,-1.34,28.48,11.96,16.1,31.97,3.11,21.06,42.94,1.49,2.55,124278,29001,153279,5801,8.21,266,352,235471,1154426,18.71,5.37,25.96,3.15,69.81,0,0,0,,163548,365099,1362584,4.026,18.63,40.34,2.90155947566676,4.90309720102056
134,72331,NORDSON CORPORATION,2014,2273571,904797,4867433,1704021,246773,3.839,367548,0.97,10.44,11.25,27.53,11.88,15.66,30.84,2.79,21.83,47.42,1.1,1.81,132442,39203,171645,5966,2.84,286,381,370868,1368774,5.95,5.38,24,2.84,70.44,0,0,0,,192382,301815,1560966,4.02,18.93,41.03,2.74291280105173,4.52960698643688
135,72331,NORDSON CORPORATION,2015,2354739,660016,3679516,1688666,211111,3.452,318966,1.4,-0.9,-14.45,26.98,9.63,12.69,31.87,2.76,19.49,63.15,1.51,2.45,131318,49767,181085,6232,4.46,271,378,290776,1694723,-16.56,5.57,23.08,2.66,68.62,0,0,0,,184761,420815,1717228,4.04,17.26,42.02,2.28230772072828,3.69509080462326
136,72331,NORDSON CORPORATION,2016,2411684,851603,6421249,1808994,271843,4.725,389816,0.88,7.13,28.77,35.97,11.99,15.69,30.3,2.56,22.07,53.98,1.5,2.25,122898,60013,182911,6127,-1.68,295,394,331543,1560081,76.21,7.54,25.82,2.62,70.64,0,0,0,,200773,414032,1932635,4.153,19.84,41.19,3.30944269647267,5.0734996326659
137,72331,NORDSON CORPORATION,2017,3403519,1155493,8449476,2066982,295802,5.082,456892,0.76,14.26,8.81,29.48,10.99,13.88,30.31,2.54,22.26,58.03,0.92,1.37,166827,77035,243862,7532,22.93,274,452,647746,2248026,31.65,7.31,24.66,3.82,68.67,0,0,0,,185255,240626,2164597,4.161,19.65,40.5,3.14307103912156,4.27462399912985
138,72331,NORDSON CORPORATION,2018,3411232,1450741,6926716,2254668,377375,6.039,498095,1.05,9.08,27.58,28.96,12.2,15.03,29.98,2.61,22.23,47.78,1.68,2.52,155422,94613,250035,7536,0.05,299,453,350280,1960491,-17.62,4.77,21.92,3.14,68.03,0,0,0,,183376,533822,2488375,3.707,21.15,40.37,2.60527779992683,4.46512883486318
139,72331,NORDSON CORPORATION,2019,3505186,1581045,9379584,2194226,337091,5.875,478249,0.88,-2.68,-10.67,22.24,10.82,13.33,29.58,2.74,22.02,44.33,1.43,2.12,138424,112966,251390,7579,0.57,290,462,477626,1924141,37.64,5.93,20.34,3.2,65.44,0,0,0,,244874,533569,2747650,3.88,21.28,40.65,3.22485739701117,5.27490061672411
140,33619,ESTERLINE TECHNOLOGIES CORPORATION,1992,232024,82622,75641,304827,5094,0.38,15390,0,-13.14,-30.36,6.37,4.04,5.63,29.12,4.41,5.05,49.75,0.7,1.28,,,,3100,-11.43,98,75,76584,149402,-25.6,0.81,36.38,12.52,19.81,25.11,13.3,6.4,33100,,21721,73023,5.646,8.15,54.92,0.969912595248767,2.37624656143323
141,33619,ESTERLINE TECHNOLOGIES CORPORATION,1993,201192,55323,49659,285152,-25635,-1.95,-31711,0,-6.45,,-37.17,-9.91,-14.59,30.39,4.91,3.13,57.38,0.56,1.1,,,,2800,-9.68,102,72,88082,145869,-34.41,0.98,35.36,16.7,19.7,31.78,8.43,5.04,33200,,9064,47388,5.137,5.56,54.82,0.971847787188357,1.47108200672599
142,33619,ESTERLINE TECHNOLOGIES CORPORATION,1994,215312,65491,89555,294044,7563,0.575,14802,0,3.12,,12.52,5.53,8.94,29.63,4.66,5.03,48.78,0.67,1.1,,,,2800,0,105,77,108770,149821,80.33,1.39,36.55,19.9,19.31,20.23,6.99,5.27,,,10542,54951,6.437,7.71,55.09,1.11176339451586,2.35357609092965
143,33619,ESTERLINE TECHNOLOGIES CORPORATION,1995,225714,83706,157837,351897,17381,1.265,32073,0,19.67,129.82,23.3,9.53,16.05,27.16,4.73,8.2,37.53,0.81,1.34,,,,2849,1.75,124,79,106465,142008,72.73,2.01,37.71,16.46,17.91,-0.28,-0.22,-0.13,,,35741,72332,6.577,8.48,55.2,1.32842889674543,3.3179019965934
144,33619,ESTERLINE TECHNOLOGIES CORPORATION,1996,276646,142304,222106,352843,21354,1.305,36402,0,0.27,22.86,18.9,9.62,15.24,24.95,4.36,9.75,22.33,1.1,1.7,,,,3137,10.11,112,88,105335,134342,10,1.56,34.48,15.58,18.54,3.47,2.77,1.83,,,73445,93686,5.905,11.23,56.33,1.28846251165749,3.48156437052045
145,33619,ESTERLINE TECHNOLOGIES CORPORATION,1997,289847,165718,311145,390958,25321,1.44,41684,0,10.8,18.58,16.44,9.77,14.52,23.26,4.49,10.05,16.21,1.22,1.93,,,,3360,7.11,116,86,100920,124129,37.8,1.9,33.06,14.69,15.95,10.18,9.39,6.41,,,93507,119007,5.237,11.87,57.75,1.50173712337888,4.27586507881551
146,33619,ESTERLINE TECHNOLOGIES CORPORATION,1998,387179,196376,376649,453902,30084,1.7,50750,0,16.1,18.81,16.62,9.62,13.45,22.55,4.46,10.83,31.41,0.8,1.65,,,,4200,25,108,92,107858,190803,20.83,2,31.31,13.04,16,2.97,2.89,2.01,58926,,70099,149091,5.135,10.03,58.12,1.46560634745169,3.53393058291253
147,33619,ESTERLINE TECHNOLOGIES CORPORATION,1999,453082,224620,200530,460969,29862,1.69,55113,0,1.56,-0.74,14.19,8.5,11.16,23.05,5.21,9.61,36.54,1.48,2.39,,,,3700,-11.9,125,122,101578,228462,-46.84,0.93,33.27,16.28,17.24,10.4,6.25,5.8,57776,,140908,178953,3.67,9.74,57.62,0.946830816496793,2.8614437257098
148,33619,ESTERLINE TECHNOLOGIES CORPORATION,2000,474339,249695,457402,490966,32587,1.85,58149,0,6.51,9.13,13.74,8.17,10.5,21.49,4.24,10.87,31.97,1.26,2.14,,,,4300,16.22,114,110,106922,224644,127.03,1.91,35.72,14.15,19.69,13.55,10.77,7.48,66205,,121621,211540,5.095,9.92,58.97,1.43788724941444,3.58295593619576
149,33619,ESTERLINE TECHNOLOGIES CORPORATION,2001,559808,350295,331664,491235,32456,1.64,58041,0,0.05,-0.4,10.82,7.24,9.04,21.04,4.51,10.04,24.01,2.15,3.32,,,,4100,-4.65,120,137,94534,209513,-39.01,0.98,36.55,14.01,21.52,21.24,13.36,9.91,54704,0,219206,243996,4.501,11.21,59.5,0.966718946495941,3.24077733364993
150,33619,ESTERLINE TECHNOLOGIES CORPORATION,2002,570955,354441,367237,434809,-1329,1.49,48867,0,-11.49,,-0.38,0.58,0.72,18.19,3.55,10.82,22.52,1.2,2.3,,,,4200,2.44,104,136,92995,216514,10.37,1.06,33.78,16.47,21.42,16.17,8.09,8.17,51044,0,121237,242667,6.444,10.14,64.03,1.02241157359161,2.90388963658764
151,33619,ESTERLINE TECHNOLOGIES CORPORATION,2003,800630,393872,561750,562454,23933,1.41,54786,0,29.36,,6.4,4.63,5.61,19.17,3.47,9.12,41.51,1.93,2.68,,,,4700,11.9,120,170,132233,406758,50.93,1.45,33.44,22.1,22.57,7.83,2.27,3.16,62077,0,222439,266600,4.138,12.13,63.58,1.20968237512958,2.54950775442683
152,33619,ESTERLINE TECHNOLOGIES CORPORATION,2004,921617,458513,696088,628169,42555,1.55,62060,0,11.68,77.81,9.98,6.25,7.74,18.02,4.41,9.66,35.81,1.14,2.14,17877,17611,35488,6100,29.79,103,151,149591,460726,22.42,1.56,31.52,44.24,26.11,9.8,1.46,3.62,88989,24852,170519,309155,6.028,9.62,62.96,1.25778061819606,2.49515827526663
153,33619,ESTERLINE TECHNOLOGIES CORPORATION,2005,1101928,620864,941647,835403,58026,2.02,85829,0,36.15,46.59,10.73,6.89,8.77,16.45,5.06,9.85,28.51,1.41,2.09,39094,20135,59229,6700,9.84,125,164,242331,478351,13.91,1.55,29.32,15.44,28.75,31.89,15.42,10.93,95370,22994,265168,345370,4.962,9.72,64.42,1.29111067147762,2.91626084186054
154,33619,ESTERLINE TECHNOLOGIES CORPORATION,2006,1275661,707989,1025449,972275,55615,2.15,94486,0,16.38,-4.16,8.37,5.84,7.39,16.42,5.41,9.11,29.37,1.22,2.33,62519,23280,85799,8150,21.64,119,157,200599,564094,8.17,1.48,28.14,40.62,35.83,28.61,4.89,7.28,120247,23629,267739,400985,6.44799999999999,10.33,64.65,1.2488592188677,2.78162662940929
155,33619,ESTERLINE TECHNOLOGIES CORPORATION,2007,2006636,1121826,1519601,1266555,92284,3.52,150258,0,30.27,65.93,10.09,7.02,8.84,16.54,5.57,8.73,29.73,1.36,2.36,91066,26955,118021,9361,14.86,135,214,309900,881842,28.64,1.35,26.97,62.13,34.06,55.21,4.89,14.15,151041,36852,420098,493269,7.126,10.88,64.76,1.19822977361115,2.50127625436659
156,33619,ESTERLINE TECHNOLOGIES CORPORATION,2008,1866281,1026341,1122926,1483172,120533,4.03,170377,0,22.88,30.61,11.22,7.23,9.24,16.13,5.85,11.07,28.08,1.44,2.42,76605,22986,99591,9699,3.61,153,192,321119,837143,-26.78,1.12,29.85,59.53,41.69,31.72,4.69,8.42,176985,85767,456211,613063,6.055,11.67,62.47,1.05175265675426,2.64609660127901
157,33619,ESTERLINE TECHNOLOGIES CORPORATION,2009,2235133,1253021,1213871,1425438,119798,4,151580,0,-3.89,-0.61,10.51,6.81,8.69,17.3,4.65,10.45,29.66,1.61,2.71,66032,25769,91801,8901,-8.23,160,251,294239,979381,7.6,0.97,31.19,,43.22,,,,163890,93615,502358,732861,5.774,11.28,62.58,0.982484263799961,2.3275584873599
158,33619,ESTERLINE TECHNOLOGIES CORPORATION,2010,2500116,1412796,2076872,1517035,141920,4.66,190702,0,6.7,18.47,10.65,6.98,8.67,17.02,4.6,11.78,30.24,2.34,3.32,62460,27728,90188,8976,0.84,169,279,324377,1084617,68.24,1.49,30.57,,45.32,,,,147008,105333,752208,874781,5.42299999999999,12.97,61.85,1.2656180753213,2.85223686921384
159,33619,ESTERLINE TECHNOLOGIES CORPORATION,2011,3298981,1562835,1713435,1706964,133040,4.27,201245,0,12.52,-6.26,8.94,5.55,6.93,17.27,5.54,11.09,39.71,1.35,2.48,69999,31835,101834,12114,34.96,141,272,418361,1725063,-18.4,1.1,29.38,,44.95,,,,171416,107877,620952,1007821,7.023,10.82,61.14,1.04565045994505,1.96307312679672
160,33619,ESTERLINE TECHNOLOGIES CORPORATION,2012,3129165,1610481,1963602,1991885,112535,3.6,192159,0.08,15.94,-15.41,7.09,4.48,5.68,19.14,5.41,11.53,34.37,1.41,2.61,58581,38140,96721,12185,0.59,163,257,396346,1508630,13.74,1.19,28.11,,47.49,,,,197142,132074,639347,1120356,5.457,11.74,58.52,1.11284831576474,2.36022070030213
161,33619,ESTERLINE TECHNOLOGIES CORPORATION,2013,3190272,1873605,3205821,1969754,164734,5.19,238574,0,-1.11,46.38,9.46,6.05,7.58,19.86,4.86,12.14,26.77,1.42,2.68,56267,37024,93291,12049,-1.12,163,265,408092,1305520,60.29,1.72,27.32,65.75,56.21,54.16,6.17,11.7,,68102,683623,1285090,6.275,13.6,57.45,1.41758696437168,3.15246568820508
162,33619,ESTERLINE TECHNOLOGIES CORPORATION,2014,3122160,1887817,3493800,2051169,102418,3.156,243844,0,8.6,-37.83,5.45,3.92,4.86,15.34,4.82,12.55,24.7,1.53,2.87,52585,42874,95459,12874,6.85,159,243,408129,1224160,7.57,1.85,24.74,65.62,57.58,51.48,6.47,11.22,,62693,761375,1387508,5.62,13.05,62.37,1.51438203038921,3.53536108579105
163,33619,ESTERLINE TECHNOLOGIES CORPORATION,2015,2978051,1537467,2393294,1959016,64977,,159262,0,-4.49,-36.56,3.79,2.83,3.49,19.26,5.09,9.68,36.28,1.43,2.75,42104,45402,87506,13290,3.23,147,224,410809,1430260,-26.15,1.59,25.22,,46.81,,,,,75019,718005,1447120,6.022,8.11,60.9,1.2873782215281,2.80133482694218
